Sample Name	Protocol REF	Parameter Value[Scanner]	Parameter Value[Volume Of Interest]	Parameter Value[Volume Of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Voxel Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Kilovolt Peak]	Unit	Term Source REF	Term Accession Number	Parameter Value[XRay Intensity Current]	Unit	Term Source REF	Term Accession Number	Parameter Value[Integration Time Exposure]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Image Filtration Algorithm]	Parameter Value[Threshold Approach]	Parameter Value[Threshold Value]	Assay Name	Raw Data File	Parameter Value[Submitted Results File]	Protocol REF	Parameter Value[Transformed Reusable Files]
491052_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491054_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491055_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491059_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495103_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495108_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495109_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495111_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509770_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511690_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491056_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491057_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491060_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491061_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495104_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495113_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
495114_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509774_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509775_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509779_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511693_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511695_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491048_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491062_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494307_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494308_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494312_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509773_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509777_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509778_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511686_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511698_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511706_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
515408_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509763_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509764_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509771_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
